,title,artist,date,description,text,tags,group,event,category,url,image,Duración
218,Vida y hechos de Arthur Rimbaud,No definido,26 oct 07 - 6 ene 08,,"Esta muestra da cuenta de la acelerada evolución del alumno ejemplar y virtuoso, poeta precoz, casi niño, que intentó por todos los medios dar a conocer su poesía, huir de su ambiente asfixiante y descubrir una poética nueva capaz de transformar la vida. Dio a conocer al adolescente indomable, ya “poeta vidente”, que por fin consigue trasladarse a París y asombrar y escandalizar a los círculos literarios parisinos; al compañero “infernal” de Verlaine, con quien pone en práctica el “desorden de todos los sentidos” en busca de un lenguaje nuevo y de una poesía absoluta, vida turbulenta a la que da fin la herida de bala que le proporciona Verlaine en Bruselas, el consiguiente juicio y el encarcelamiento de este. Rimbaud publicó entonces Una temporada en el infierno, suerte de autobiografía, y, tras un breve periodo dedicado al estudio de idiomas y a la conclusión de su poesía nueva, publicada años después bajo el título de Iluminaciones, abandona para siempre la literatura a la temprana edad de veintiún años.
La exposición narra también la segunda vertiente de una vida dedicada a la eterna huida hacia delante, la del andarín incansable que recorre medio mundo para finalmente convertirse, ya exiliado en África, en comerciante, traficante de armas y explorador, corta existencia que concluye dramáticamente a los treinta y siete años en Marsella.",[''],Not in a group,No details,['EXPOSICIONES'],https://www.lacasaencendida.es/exposiciones/vida-hechos-arthur-rimbaud,https://www.lacasaencendida.es/storage/647/responsive-images/1800-609f-vida_hechos_arthur_rimbaud_1___detail_1600_900.jpg,
219,Programación completa In-presentable 2007,No definido,13 jun - 23 jun 2007,,Puedes consultar toda la información descargando el fichero PDF en dónde encontrarás toda la información referente a las actuaciones.,[''],In-Presentable 2007,No details,['ESCÉNICAS'],https://www.lacasaencendida.es/escenicas/programacion-completa-presentable-2007,https://www.lacasaencendida.es/storage/2759/responsive-images/7555-609f-inpresentable_ciclo_2007___detail_1600_900.jpg,
220,Pintores de Aztlán,No definido,4 abr - 3 jun 2007,,"Pintores de Aztlán propone un recorrido por la pintura chicana contemporánea, cultura nacida del mestizaje entre la tradición mexicana y la realidad estadounidense.
El establecimiento de la actual frontera entre México y Estados Unidos en 1848 transformó el significado de Aztlán: el utópico paraíso azteca tomó tierra y se situó entonces en los territorios norteños, antes mexicanos y ahora estadounidenses. La cultura de los mexicanos que quedaron en estas zonas fue transformándose poco a poco, dando paso a una nueva identidad cultural, totalmente propia, pero que compartía dos cuadros de referencia. El enriquecimiento cultural nacido de estas circunstancias políticas evolucionó un siglo después con la profusa emigración de sur a norte que no ha hecho más que ir en aumento. Nació así el movimiento chicano como una forma de expresión artística y reivindicación cultural que no ha sido reconocido en su entero valor hasta fechas relativamente recientes.
La exposición recoge las obras de: Frank Romero, Carlos Almaraz, Wayne Healy, Chaz Bojórquez, John Valadez, Adán Hernández, Patssi Valdez, George Yepes y David Flury.",[''],Not in a group,No details,['EXPOSICIONES'],https://www.lacasaencendida.es/exposiciones/pintores-aztlan,https://www.lacasaencendida.es/storage/1945/responsive-images/5855-609f-pintores_aztlan_1___detail_1600_900.jpg,
221,“Coreanos. 49 habitaciones”,Kyuchul Ahn,14 feb - 11 mar 2007,,"Con motivo de la celebración de ARCOMadrid 2007, La Casa Encendida se suma a la celebración del país invitado de este año, Corea del Sur, con la instalación del artista Kyuchul Ahn.
Un laberinto de puertas conforma 49 pequeñas habitaciones que no llevan a ninguna parte y que provocan en el visitante un sentimiento de aislamiento y tensión al moverse por unos espacios minúsculos. Esta es la instalación de Kyuchul Ahn (Seúl, 1959) que fue por primera vez reproducida en la Galería Rodin de Seúl en 2004. En ella el espectador llega a atravesar hasta 112 puertas. La obra supone un posicionamiento personal ante La puertas del infierno de Auguste Rodin.",[''],Not in a group,No details,['EXPOSICIONES'],https://www.lacasaencendida.es/exposiciones/coreanos-49-habitaciones-kyuchul-ahn,https://www.lacasaencendida.es/storage/1951/responsive-images/5856-609f-coreanos_49habitaciones_kyuchul_ahn_1___detail_1600_900.jpg,
222,El desenlace. Carolina Silva,No definido,1 ene - 17 jun 2007,,"Dentro del programa En Casa, se presenta la intervención de Carolina Silva «Desenlace», una serie de «escenarios» que se situarán en los distintos tramos de la escalera principal de La Casa Encendida. En cada uno de ellos sucede una acción, dirigida a explorar el absurdo que nace de la incomunicación. Así, nos hablarán de la desorientación y evocarán lo que surge cuando cae la noche: las constelaciones y galaxias que hay que interpretar para orientarse. ",[''],Not in a group,No details,['EXPOSICIONES'],https://www.lacasaencendida.es/exposiciones/desenlace-carolina-silva,https://www.lacasaencendida.es/storage/1987/responsive-images/5874-609f-desenlace_carolina_silva_1___detail_1600_900.jpg,
223,“Essay”,John Cage,24 nov 06 - 7 ene 07,,"En esta ocasión La Casa Encendida muestra la instalación Essay de John Cage, inspirada en el texto de Henry David Thoreau The Duty of Civil Disobedience, y que fue diseñada por el artista para la dOCUMENTA 8 de Kassel. Cada día el espectador se encuentra con un ligero cambio, una silla colocada en otro lugar, unas luces que el día anterior no percibía… El aparente caos que rige el espacio de la sala (luces, sombras, sonido, silencio) se genera en realidad a partir de un orden pensado, meticuloso y reticular.
Comisarios: Marta González ",[''],Not in a group,No details,['EXPOSICIONES'],https://www.lacasaencendida.es/exposiciones/essay-john-cage,https://www.lacasaencendida.es/storage/1956/responsive-images/5857-609f-essay_john_cage_1___detail_1600_900.jpg,
224,"Tejidos (Óseos, arquitectónicos, pictóricos)",No definido,26 oct 06 - 7 ene 07,"El proyecto Tejidos (Óseos, arquitectónicos, pictóricos) presenta imágenes generadas por la ciencia, la pintura y la arquitectura cuya confrontación nos ofrece un análisis de las formas como fuente de conocimiento. Las formas de los tejidos óseos, que encierran los misterios de la evolución humana, las formas arquitectónicas, que son reflejo del devenir histórico y social, y las formas pictóricas, que nos ilustran sobre lo espiritual.",,[''],Not in a group,No details,['EXPOSICIONES'],https://www.lacasaencendida.es/exposiciones/tejidos-oseos-arquitectonicos-pictoricos,https://www.lacasaencendida.es/storage/1960/responsive-images/5858-609f-tejidos_1___detail_1600_900.jpg,
225,Visiones del Guadarrama. Miguel Ángel Blanco y los pioneros de la sierra,No definido,19 oct 06 - 7 ene 07,,"Con su proyecto Biblioteca del bosque Miguel Ángel Blanco registra la sierra de Guadarrama. Con él rinde un homenaje a este paisaje y presenta sus creaciones junto a las distintas visiones que han tenido del mismo territorio los paisajistas españoles del siglo XIX: Martin Rico, Carlos de Haes, Jaime Morera, Aureliano Brunete, Juan Espina y Capó y Joaquín Sorolla, quienes con sus obras ofrecen un panorama de la evolución del género del paisaje.
Hay destinos ligados a un lugar, a un paisaje.  Cuando la observación, la descripción y el intento de interpretación de un territorio se convierten en algo obsesivo, debemos pensar en una relación que va más allá de la representación del paisaje. Miguel Ángel Blanco ha sabido entender el paisaje como patrimonio cultural.
Comisario: Miguel Ángel Blanco",[''],Not in a group,No details,['EXPOSICIONES'],https://www.lacasaencendida.es/exposiciones/visiones-guadarrama-miguel-angel-blanco-pioneros-sierra,https://www.lacasaencendida.es/storage/1964/responsive-images/5859-609f-visiones_guadarrama_1___detail_1600_900.jpg,
226,Programación completa In-presentable 2006,No definido,5 jun - 17 jun 2006,,Puedes consultar toda la información descargando el fichero PDF en dónde encontrarás toda la información referente a las actuaciones.,[''],In-Presentable 2006,No details,['ESCÉNICAS'],https://www.lacasaencendida.es/escenicas/programacion-completa-presentable-2006,https://www.lacasaencendida.es/storage/2698/responsive-images/7525-609f-inpresentable_aiwa_zen_2006___detail_1600_900.jpg,
227,África. De ida y vuelta,No definido,31 mar - 11 jun 2006,,"La exposición reúne el trabajo de cinco generaciones de artistas africanos que se han dado a conocer en los circuitos internacionales en los últimos años y que han resultado clave a la hora de desentrañar la inmensidad de representaciones y formas de expresión que encontramos en África. El trabajo de Frédéric Bruly Bouabré (Costa de Marfil, 1924) es el punto de partida de este diálogo entre lo local y lo global.
La existencia de las diferentes comunidades, religiones, manifestaciones sociales y artísticas, así como la dicotomía entre pasado y presente, entre tradición y modernidad, están representadas en el arte africano. Junto a esto, nos enfrentamos con el fenómeno de la emigración que, a partir de la Segunda Guerra Mundial y con la aparición de una cierta burguesía, se extendió por el continente.
Comisaria: Danielle Tilkin",[''],Not in a group,No details,['EXPOSICIONES'],https://www.lacasaencendida.es/exposiciones/africa-ida-vuelta,https://www.lacasaencendida.es/storage/1968/responsive-images/5860-609f-africa_ida_vuelta_1___detail_1600_900.jpg,
228,De ida y vuelta. África.,No definido,10 mar - 6 jun 2006,,"El próximo día 30 de marzo se inaugurará en La Casa Encendida la exposición De ida y vuelta comisariada por Danielle Tilkin, que reunirá el trabajo de cinco generaciones de artistas que se han dado a conocer en los circuitos internacionales en los últimos años.
El trabajo de Frédéric Bruly Bouabré (Costa de Marfil, 1924) será el punto de partida de este diálogo entre lo local y lo global. Sus pequeños dibujos tamaño tarjeta postal documentan la tradición oral de su pueblo desafiando toda idea preconcebida sobre tradición y contemporaneidad.
Estas piezas convivirán en perfecta armonía con las obras de artistas más jóvenes, como Frances Goodman, William Kentridge, Bodys Isek Kingelez o Emeka Udemba, entre otros muchos, que desarrollan su trabajo en todo tipo de medios como la fotografía, el vídeo, el cine o la escultura.
Con esta exposición La Casa Encendida invita al espectador a un viaje de ida y vuelta, de Sur a Norte. Tendremos la oportunidad de analizar las coincidencias y divergencias entre la obra de aquellos artistas que emigraron, regresaran o no, y los que se quedaron. Podremos también revisar nuestra visión sobre 'lo africano', nacida de fuentes antropológicas, populares o coloniales, realizando un recorrido sin prejuicios por una muestra sobre artistas contemporáneos nacidos en África.",[''],Not in a group,No details,['EXPOSICIONES'],https://www.lacasaencendida.es/exposiciones/ida-y-vuelta-africa,https://www.lacasaencendida.es/storage/10910/responsive-images/1714-609f-ida_vuelta_africa_th___detail_1600_900.jpg,
